,0,1,2
1381,开心/happiness, ,semoga tahun 2020 bisa menjadi tahun yang sangat beruntung .. semoga lebih baik ..
1382,喜欢/like, ,"I MISS YOU , buat kamu yang jauh disana !"
1383,开心/happiness, ,Semoga di bales sama Allah dengan balasan yang sama ya :)
1384,生气/anger,厌恶/disgust,fuck you buat yang buang sampah sembarangan kon jancokkkk!!!!
1385,伤心/sadness, ,Semoga yang rumahnya banjir cepat surut supaya bisa tidur dengan nyaman nanti malam.
1386,开心/happiness, ,ayo buat sore ini jadi awal tahun yang baik buat kamu.
1387,喜欢/like, ,"“Dan karenamu, aku percaya diri untuk jalani hidup yang penuh rintangan ini” -Hinata Hyuuga"
1388,伤心/sadness, ,Yang lebih sakit dari disakiti adalah melihat yang disayang tersakiti.
1389,伤心/sadness, ,"Awal 2020 yang baik, pagi pagi udah dikasih banjir aja "
1390,开心/happiness, ,Semoga di tahun 2020 yang baik menetap dan yang buruk lenyap.
1391,开心/happiness, ,"Semakin banyak kita bersyukur, semakin banyak kebahagiaan yang kita dapatkan."
1392,伤心/sadness, ,Di awal tahun yang di iringi rasa rindu:')
1393,开心/happiness, ,"yang penting udah seneng, udah seneng duluan aja gatau kejadian atau ga yg penting seneng"
1394,喜欢/like, ,aku ingin dia yang sempurna untuk diriku yang biasa :')
1395,伤心/sadness, ,"Stay safe teman teman yang terkena musibah banjir, semoga lekas surut"
1396,开心/happiness, ,selamat ulang tahun bagi yang lahir 29 februari 2020 ini semoga bahagia 
1397,开心/happiness, ,2020 jadi aku yang lebih baik. lulus. dapet kerja
1398,伤心/sadness, ,Taun 2020 semoga tidak mencintai orang yang tidak bisa miliki aku :)
1399,开心/happiness, ,"Tahun Baru semangat Baru, dengan harapan dan cita-cita yang masih tetap sama."
1400,伤心/sadness, ,"Iyaaa bener banget, coba pikirin perasaan ribuan orang yang kebanjiran :("
1401,伤心/sadness, ,Semoga saudaraku semua yang sedang mengalami musibah #banjir selalu diberikan perlindungan dan keselamatan
1402,生气/anger, ,Semoga yang suka buang sampah ke kali segera disadarkan.
1403,生气/anger, ,Loe yang dongok...  Bangsat lagi....!!!
1404,开心/happiness, ,"Selamat tahun baru 2020, doa yang terbaik di tahun ini:)"
1405,开心/happiness,喜欢/like,Selamat datang di istana omah yang katanya gede padahal cuma segede dunia maya masyaallah (ﾉ °益°)ﾉ
1406,开心/happiness,喜欢/like,happy newyear untuk yang tercinta : @weareoneEXO @layzhang @B_hundred_Hyun
1407,伤心/sadness,害怕/fear,"Banjir agak rusuh, stay safe temen temen yang di area banjir!"
1408,开心/happiness, ,Semoga tahun ini bisa menjadi sosok orang yang lebih berguna
1409,喜欢/like, ,Kamu merasa gempa gak ??? ada kamu yang mengguncang hatiku sih.
1410,开心/happiness, ,"Tentu semangat, semoga tahun ini jadi tahun yang baik."
1411,开心/happiness, ,Selamat memasuki usia dewasa bagi yang lahir di awal milenium ketiga.
1412,开心/happiness, ,Semoga dapat kerjaan yang lebih layak dan lebih baik dari itu ya kak.
1413,伤心/sadness, ,Assalamualaikum 2020 yang diawali dengan derasnya hujan di pagi hati:)
1414,伤心/sadness,喜欢/like,Aaaaaaa kangen lagi pada wamil ya mereka atau changsub doang yang wamil?
1415,伤心/sadness, ,32. Suka makan yang manis2 tapi takut diabetes :((
1416,开心/happiness, ,2020 . Semoga yang belum baik dipertemukan dengan yang pintar memperbaiki...
1417,开心/happiness, ,Semangat terus para pria dan wanita yang sedang pingin pacaran tp males pdkt!
1418,开心/happiness,喜欢/like,"Ya allah, terimakasih masih memberikan waktu kepadaku untuk bersama orang-orang yang aku sayangi~"
1419,伤心/sadness, ,gue sedih sama pemikiran manusia manusia yang kalo banjir nyalahin gubernur
1420,开心/happiness, ,"Semoga kakak cepet dapet pekerjaan yang layak yaa, aamiin"
1421,伤心/sadness, ,Pengen main tapi hujan dan gak ada yang ngajak:(
1422,生气/anger, ,"anjir, ini gaada yang mau kasi tau kenapa?"
1423,伤心/sadness, ,"untuk yang kebanjiran, semoga banjirnya lekas surut. amin"
1424,喜欢/like, ,cinta banget sama yang set semuanya serba merah waktu wayv perform semalem 
1425,伤心/sadness, ,Stay safe buat kalian yang kebanjiran. Semoga cepat surut banjirnya ya 
1426,开心/happiness, ,"Semoga tahun ini bener""ada pencapaian yang berarti. Aamiin"
1427,伤心/sadness,害怕/fear,"Banyak yang kejebak dan belum dievakuasi ya, stay safe semuanya."
1428,开心/happiness, ,Selamat ulang tahun untuk kalian yang lahir tanggal 1 Januari
1429,开心/happiness,喜欢/like,Terimakasih teruntuk tahun 2019 yang begitu banyak memberikan pelajaran berharga dalam hidup.
1430,伤心/sadness, ,"Semoga yang daerahnya terdampak banjir, semuanya selamat dan baik-baik saja"
1431,开心/happiness, ,Dear 2020. Semua yang sudah direncanakan tercapai aamiin :)
1432,伤心/sadness, ,"Aku diam aku imut, aku sayang kamu kamu sayang yang lain :)"
1433,喜欢/like, ,"Mungkin banyak translator lain yang lebih baik, tapi saya suka punya kamu"
1434,开心/happiness, ,Terima kasih telah mengenalkanku pada kedua rasa yang tak akan kulupa.
1435,开心/happiness, ,Tahun ini semoga bisa lebih baik dan apa yang terbaik bisa tercapai aamiin
1436,伤心/sadness, ,"Stay safe buat yang kebanjiran, semoga. cepat surut "
1437,开心/happiness, ,Banyak hal yang tak diduga duga terjadi. Terima kasih 2019
1438,开心/happiness, ,Di tahun 2020 cuman pengen bisa jadi manusia yang lebih banyak bersyukur.
1439,开心/happiness, ,Semangat untuk semua yang sedang berusaha untuk semangat :)
1440,开心/happiness, ,Terimakasih atas pak rt dan warga yang sangat sigap untuk memburu ular ularrrr
1441,开心/happiness, ,"Selamat tinggal tahun kesedihan, yang memberikan banyak pelajaran. Bismillah 2020 bahagia teruss"
1442,喜欢/like, ,"#. Biasinnya yang ini, cantik banget mirip Joy RV sedikit."
1443,开心/happiness, ,Semoga menjadi pribadi yang lebih baik dari tahun sebelumnya.
1444,惊喜/surprise, ,Ternyata banyak yang mengawali tahun baru dengan ngewe sama pacarnya. Astaga 
1445,开心/happiness, ,"•2019• yang baik dan buruk telah usai, mari merubah diri. carilah hal² baru di dunia yang keras ini "
1446,伤心/sadness, ,2020 dimulai dengan bencana banjirpuji Tuhan rumah aman tapiiii sedihhh liat yang pada kebanjiran
1447,伤心/sadness, ,"#. Kasian yang kena banjir, please stay safe ol"
1448,开心/happiness, ,"Menjadi pribadi yang lebih baik, semoga semua rencana dan harapan bisa terwujud"
1449,开心/happiness, ,Selamat datang 2020 uprak dan un menanti semoga dapet nilai yang terbaik
1450,开心/happiness, ,tahun berganti dengan mudahnya dan semoga yang aku lakukan tidak hanya bertambah tua
1451,开心/happiness, ,"Apa yang menjadi ketakutan, semoga tidak benar dan tidak terwujud."
1452,开心/happiness, ,"Selamat datang 2020, semoga lebih baik dari yang kemarin :)"
1453,开心/happiness, ,aku juga dee :( ayoo berdoa buat yang terbaik
1454,开心/happiness, ,Salam tahun baru masihi semua. Semoga jadi manusia yang lebih baik!! 
1455,开心/happiness, ,"2020, ingin lebih mensyukuri segala sesuatuuuu yang terjadi di dunia yg fana inihhh"
1456,开心/happiness,喜欢/like,Betapa bahagianya mereka yang mengawali tahun barunya dengan bercinta.
1457,开心/happiness,喜欢/like,"awal taun baru yang bagus. mudah mudahan keterusan deh bagusnya, aamiin"
1458,开心/happiness, ,heheh semangat gaes yang besok berangkat:)))
1459,开心/happiness, ,happy new year! semoga tahun ini makin banyak yang nikmat ya 
1460,伤心/sadness, ,Moga aman aman aja orang yang dirumah kamu atau sekitarnya yaaa :(
1461,开心/happiness, ,2020 : Semoga apa yang ada di mimpi menjadi kenyataan. Aamiin.
1462,害怕/fear, ,Twit gue yang diretwit banya orang kemana anjir :(
1463,伤心/sadness, ,Kasian bgt yang lagi di Jakarta... mengawali 1 Jan dgn banjir :(
1464,开心/happiness, ,"terimakasih 2O19, ditahun itu aku bisa nemuin banyak fambest yang berharga huhu"
1465,伤心/sadness, ,"#Banjir nya tinggi banget, kalo yang ga bisa renang gimana? Astaghfirullah"
1466,开心/happiness,喜欢/like,"Terima kasih 2019, banyak kehilangan yang membuat ku belajar tentang artinya mengikhlaskan"
1467,惊喜/surprise, ,Awal tahun yang sangat luar biasa. Hujannya sama sekali ga berenti.
1468,开心/happiness, ," awal 2020 yang sangat baik ini mah, udah ngakak aja pagi2"
1469,开心/happiness, ,Terima kasih 2019 selamat datang 2020 yang penuh target dan harapan
1470,伤心/sadness, ,"Turut berduka, Ko. Semoga ayahanda mendapatkan yang terbaik. "
1471,伤心/sadness, ,Alhamdulillah perum aman. Semoga yang lain cepat surut ya
1472,开心/happiness, ,Selamat yang merayakan tahun baru diluar rumah dan pulang2 mesti beberes banjir
1473,喜欢/like, ,"aku mencintaimu dengan kesederhanaan kenyataan kau untuknya, yang membuatnya rumit."
1474,伤心/sadness, ,abang aku yang udah hilaaaangggg~ ndak tau kemana dia sekarang :(
1475,喜欢/like, ,HBO marathon harry potter nih! sebuah awal yang sangat baik! 
1476,开心/happiness, ,"Semoga yang disemogakan pada 2020 gak lagi berlabel ""semoga"" yaa"
1477,伤心/sadness, ,"2019, kehilangan seseorang yang udh 4 tahun bersama, aku kuat kok."
1478,开心/happiness, ,"Hbd @ShellaKirana Semoga semakin suskses, yang baik2 pokoknya laaa amiin.."
1479,开心/happiness, ,Awal tahun diselamatkan oleh ipk yang msh bisa ambil paketan HAHAHA
1480,伤心/sadness, ,Stay safee! Semoga cepat surut dan ngga ada barang yang rusak
1481,开心/happiness,喜欢/like,Betapa beruntungnya saya memiliki sesuatu yang membuat ku begitu sulit mengucapkan selamat tinggal...
1482,开心/happiness, ,"Awal 2020 yang bahagiaaa, semoga orang yang disekitar Ayu juga bahagia terus"
1483,喜欢/like, ,"senyumanmu, yang indah bagaikan candu. ingin terus kulihat walau dari jauh.."
1484,伤心/sadness, ,following saya 129 orang tapi yang interaksi itu2 aja -_-
1485,伤心/sadness, ,gue on ada yang kangen gue ga sih :(
1486,伤心/sadness, ,"Stay safe teman-teman yang lagi di Jakarta, semoga banjir lekas surut."
1487,伤心/sadness, ,stay safe teman teman jakarta dan sekitarnya yang kena banjir
1488,开心/happiness,喜欢/like,Allah selalu memberikan yang terbaik untuk semua hambaNya #jokowi2periode #2019tetapjokowi
1489,开心/happiness, ,"Selamat pagi januari, semoga awal yang baik buat kita semua. Aminn"
1490,开心/happiness, ,"Teruntuk semoga-semogaku yang belum sempat tersemogakan,di 2020 semoga segera Teraminkan"
1491,伤心/sadness, ,Ini daerah mana aja yang kebanjiran? Please stay safe yaa gaes :(
1492,开心/happiness, ,"awww lcu bnget,,,, happy ya kalian!! yang langgeng "
1493,伤心/sadness, ,"ada yang banjir nih kakk, alhamdulillah daerah aku gak banjir ㅠㅠ"
1494,伤心/sadness,惊喜/surprise,"yang di jkt, apakah masih banjir&hujan guys????"
1495,开心/happiness, ,2020. Semoga orang yang banyak bacot berkurang populasinya.
1496,伤心/sadness, ,"Stay safe ya temen-temen yang kena banjir, semoga cepat surut "
1497,开心/happiness, ,"Harapanku di tahun ini, aku punya harapan yang lebih besar."
1498,伤心/sadness, ,"yang di bekasi atau bogor stay safe ya, ya allah semoga cepet surut"
1499,开心/happiness, ,Semoga di 2020 awal berita yang baik amin yarabb :))
1500,开心/happiness, ,2019 bener2 tahun yang membuatku tau dan paham dalam banyak hal (:
1501,开心/happiness, ,"Banyak yang mendoaakanmu, terima kasih orang baik :)"
1502,伤心/sadness, ,yang rumahnya kena banjir ada?? semoga cepet surut yaaa huhu sini ngungsi rumah ak
1503,喜欢/like, ,"bagus, gue sukaa yang begini dan semua temen gue harus tahan banting"
1504,惊喜/surprise, ,Sudah masuk bulan Januari hal yang terjadi tahun kemaren luar biasa dan jangan terulang
1505,伤心/sadness, ,Jadi kepikiran gimana kucing2 dijakarta yang kebanjiran :(  #BanjirJakarta
1506,开心/happiness, ,ehe thank you kak!! you too yaa? doa yang terbaik buat kakak sekeluargaa♡♡♡
1507,开心/happiness, ,"Happy new year dede yang terbaik buat kita semua ya, amin."
1508,喜欢/like, ,"Selamat malam kamu, iya kamu, kamu yang gak pernah hilang dari pikiranku "
1509,开心/happiness, ,Semoga 2020 lebih banyak kebahagiaan yang gue rasain aamiin!
1510,伤心/sadness, ,"yang kebanjiran, semoga hujan berhenti dan cepet surut dan barang2 masih bisa diperbaiki.."
1511,伤心/sadness, ,2020 diawali dengan kesedihan yang sama hanya karena ekspetasi ga sesuai sama kenyataan
1512,伤心/sadness, ,Saranin cerita di wattpad dong kalau bisa yang sedih :(
1513,生气/anger, ,2020 semoga ga ketemu tetangga yang goblok nya ga bagi2..
1514,开心/happiness, ,Yahh tahun barunya ketiduran yaudahlah ya semoga 2020 menjadi tahun yang berbahagia 
1515,伤心/sadness,惊喜/surprise,yang banjir dom mana ajaaa??? cepet surut ya!!!
1516,开心/happiness, ,"moment awal tahun yang luar biasa, semoga selalu baik untuk kedepannya."
1517,伤心/sadness, ,"bukan kalian yang masi kejebak banjir, stay safe ya"
1518,伤心/sadness, ,"Untung kaga jadi balik, kebanjiran yang ada :(("
1519,伤心/sadness, ,yang rumahnya pd kebanjiran semoga cepet surut ya airnya kelennn stay safe
1520,伤心/sadness, ,Tahun baru di awali dengan rasa lapar yang sangat sangat lapar
1521,开心/happiness,喜欢/like,"Percaya. Jika kita ikhlas, pasti Tuhan kan memberikan balasan yang lebih baik"
1522,开心/happiness, ,"Banyak yang harus disyukuri dari yang lalu, terimakasih. "
1523,伤心/sadness, ,"Untuk semua wilayah yang terdampak banjir, semoga cepat surut"
1524,伤心/sadness, ,"Cirebon nih:"" pasti engga ada yang sedom sama aku:("
1525,开心/happiness, ,Aku harap hati yang patah semoga tersembuhkan di tahun ini.
1526,伤心/sadness, ,Semoga semua aman di semua daerah yang terdampak banjir.
1527,开心/happiness, ,"Semoga di tahun ini bisa menjadi pribadi yang lebih baik lagi,amin."
1528,伤心/sadness, ,yang kena banjir..... hpnya plastikin dulu ya astaga gw yg nangis ntar kalo hp kalian kena aer
1529,喜欢/like, ,"Ya Allah, berikan balasan kasih sayang untuk orang yang selalu menyayangiku."
1530,开心/happiness, ,"2020 semoga menjadi pribadi yang bisa lebih menyenangkan dan dapat menghibur, "
1531,喜欢/like, ,Tipe laki2 idaman : Seseorang yang punya senyum yang manis~
1532,开心/happiness, ,tarik nafas yang panjang.. baru hari pertama! semangat!
1533,开心/happiness, ,Makasih banyak semoga kebaikan mu di balas dengan yang maha kuasa
1534,开心/happiness,喜欢/like,"2020 tolong beri aku uang yang berlimpah , aamiin paling serius"
1535,开心/happiness,喜欢/like,"terima kasih 2019, banyak pengalaman suka duka yang mendewasakan"
1536,开心/happiness, ,Semoga tahun 2020 lebih baik dari tahun yang sebelum nya aminnn.
1537,伤心/sadness, ,"Stay safe everyone, semoga yang kebanjiran cepet surut airnya, aaamiin."
1538,伤心/sadness, ,Stay safe kawan-kawan aku yang kena banjir. Semoga airnya cepat surut.
1539,开心/happiness, ,Semoga bisa menjadi manusia yang lebih berguna Aamiin y Allah
1540,伤心/sadness, ,"mutualku yang kebanjiran, semoga air nua cepet surut yaa"
1541,喜欢/like, ,"Tuhan, lindungilah aku dari pergaulan yang kebiasaan buruknya bisa menular kepadaku. Aamiin"
1542,开心/happiness, ,"2020 semoga semakin membaik , dan banyak hal baik yang tak terduga duga "
1543,开心/happiness, ,selamat datang 2020 yang terbaik yak di 22 !!
1544,开心/happiness, ,"arigato noona,semoga tahun ini jadi tahun yang baik untuk noona :D"
1545,伤心/sadness, ,semoga cepet surut buat temen temen yang pada kena banjir
1546,伤心/sadness, ,Semoga cepet surut dan hati-hati buat warga yang kena banjir #Banjir
1547,开心/happiness, ,"Memulai tahun baru, dengan hal yang baik. Tahajud."
1548,开心/happiness, ,Semoga nanti berhenti hujannya dan dipenuhi oleh lagit yang cerah... aaammminnn Ya Allah 
1549,喜欢/like, ,"Hey kamu yang disana , Miss you so much :') "
1550,伤心/sadness, ,"Yang banjir jakarta, yang hanyut perasaanku kekamu:("
1551,开心/happiness, ,Semoga bisa dapet kerjaan yang lebih baik dan membawa berkah
1552,伤心/sadness, ,Hari paling sakit yang aku rasakan selama aku hidup :')
1553,伤心/sadness, ,":"""""""" sedih kalo liat ada yang hujad"
1554,伤心/sadness, ,stay safe semua yang ada di daerah banjir maupun sekitarnya.....
1555,伤心/sadness, ,Sehat selalu untuk kalian yang terkena musibah banjir :((
1556,开心/happiness, ,"Selamat datang tahun yang baru, semoga satu persatu mimpi terwujudkan "
1557,喜欢/like, ,"""Saya suka yang lebih cair, rasa mangga!"""
1558,喜欢/like, ,Aku sangat cinta dengan susu kedelai yang asli maupun yang ini
1559,开心/happiness, ,"Thank god its raining, semoga bisa jadi awalan tahun yang berkah"
1560,开心/happiness, ,"Untuk shipperku yang setia, terimakasih juga sudah bertahan hingga sekarang "
1561,开心/happiness,喜欢/like,Alhamdulillahi Rabbal'Aalamiin. Semoga menjadi hujan yang membawa manfaat dan keberkahan.
1562,伤心/sadness,害怕/fear,Stay safe semua yang dikelilingi air banjir!!!!!
1563,伤心/sadness, ,Ih menurut aku ga enak masa yang ini :(
1564,开心/happiness, ,"2020, semoga yang jatuh bisa bangkit.  @ikon_shxxbi"
1565,伤心/sadness, ,yang kena banjir stay safe yaa! berdoa aja semoga cepet cepet ada bantuan!
1566,开心/happiness, ,semoga 2020 jadi tahun yang bermakna buat kita semua! happy new year gais~
1567,伤心/sadness, ,Semoga kakak mendapatkan pekerjaan yang tetap dan apa yang diinginkan cepat terwujud aamiin
1568,开心/happiness, ,Semoga bisa menjadi pribadi yang lebih baik lagi #MingguTerakhir2019
1569,开心/happiness, ,selamat tahun baru semua! semoga yang buruk2 ga kebawa di tahun ini ya
1570,伤心/sadness, ,"sumpa sedih banget liat nya huhu, stay safe yang di jkt :("
